Date (DD/MM/YY),Time,Recorder,Specimen ID,Longitude,Latitude,Fokontany / PN,Species,Altitude (m),Circumference of trunk (m),Height (m),Height approximated? (Y/N),Soil,Surrounding vegetation,Bark stripping (Y/N),Bark stripping observations,Bark stripping factor,Bark etchings,Footholds,Marary (Y/N),Marary observations,Marary factor,Leaves (Y/N),Flowers (Y/N),Fruit (Y/N),Near village?,Near cliff face?,Near other baobabs?,Hollow trunk?,Notes
14/07/23,2:03 PM,KVP,ANK36,-22.23518,43.31839,Ankindranoke,grandidier,15,7.77,7.73,N,"sand (orange brown, M to C grains), pink limestone (but mostly sand still)","hazomby, fatipatike, komokomoke, totonga, lengo, fany, mafangaletse, mandahoza",Y,small patches at base,1,NA,Y,N,NA,0,N,N,N,N,N,Y,N,"neno, malama"
14/07/23,2:17 PM,KVP,ANK37,-22.23553,43.31846,Ankindranoke,grandidieri,16,10.07,7.97,N,"sand (orange brown, M to C grains), pink limestone (but mostly sand still)","somotsoy, bolobolo, banake, fatipatike, monongo, sono, katsafay, hazombavy, boy, totonga, fandrihosy",Y,swirls of bark stripped (quite deep),2,NA,Y,Y,NA,2,N,"Y, white flowers",N,N,N,N,N,"""white flower and other flowers in process of blooming"""
14/07/23,2:32 PM,KVP,ANK38,-22.23571,43.31828,Ankindranoke,grandidieri,15,8.1,7.77,N,"sand (orange brown, M to C grains), pink limestone (but mostly sand still)","fatipatike, komokomoke, sono, hazomena, katsafay, totonga",Y,kely (patches),1,NA,Y,Y,mare,3,N,N,N,N,N,N,N,"lichen, black and white bettle (same as found at the maty baobab)"
14/07/23,2:40 PM,KVP,ANK39,-22.23608,43.31831,Ankindranoke,grandidieri,17,10.55,8.85,N,"sand (orange brown, M to C grains), pink limestone (but mostly sand still)","hazomanitsy, banake, katsafay, sekatse, boy, sono, hazomena, fatikakoho, talafoty, somotsoy",N,NA,0,Y,Y,Y,NA,2,N,N,N,N,N,N,N,"white bumps all over bark, bumpy bark, bark looks like it's been stripped but Nahoda says it's natural, sihotse bird (pellets collected -- nahoda thinks some of the bones could be tily, or little lemurs), Elodie climbed and saw hollow parts of the tree with evidence of birds inside, bark etching is of a zebu"
14/07/23,3:12 PM,KVP,ANK40,-22.23624,43.31896,Ankindranoke,grandidieri,15,1.28,5,Y,"sand (orange brown, M to C grains), pink limestone (but mostly sand still)","lisirere, fatipatike, laro, kikika, boy, antso, kifafa, mangarahara, katsafa, sono, remoty, vahapindy, vilangoake, banake",Y,shallow,NA,NA,N,N,NA,0,N,N,N,N,N,Y,N,
14/07/23,3:19 PM,KVP,ANK41,-22.23639,43.31906,Ankindranoke,grandidieri,21,8.6,8.2,N,"sand (orange brown, M to C grains), pink limestone (but mostly sand still)","fatikakoho, totonga, tifafa, katsafay, hazombenge, lengo, sono, komokomoke, vilangoake, fatipatike, sekatse, boy",Y,extensive around base of trunk (approx. Mika's height),3,NA,Y,N,NA,0,N,Y,N,N,N,Y,N,malama
14/07/23,3:30 PM,KVP,ANK42,-22.23622,43.31921,Ankindranoke,grandidieri,16,10.84,7.3,N,"sand (orange brown, M to C grains), pink limestone (but mostly sand still)","vilangoake, hazofoty, tainkafotre, totongo, nato, komokomoke, sono, antso, hazondikotse, fandrihosy, banake, katsafay, lengo, boy",N,NA,0,Y,Y,N,NA,0,N,N,N,N,N,Y,N,"bumpy bark, bark etching is extensive, branches cut (for zebu) -- not done by Mikea, possibly by Masikoro? (according to Garth)"
14/07/23,3:40 PM,KVP,ANK43,-22.23636,43.31945,Ankindranoke,grandidieri,14,14.04,8.9,N,"sand (orange brown, M to C grains), pink limestone (but mostly sand still)","sarakao, katsafay, fatipatike, kifafa, betondro, matsitay, boy, fatikakoho, remoty, totonga, lengo, komokomoke, hazombavy, sono",Y?,possible vertical bark stripping,NA,Y,N,Y,mare,3,N,N,N,N,N,Y,N,next to ANK44
14/07/23,3:40 PM,KVP,ANK44,-22.23636,43.31945,Ankindranoke,grandidieri,14,5.23,5.09,N,"sand (orange brown, M to C grains), pink limestone (but mostly sand still)","sarakao, katsafay, fatipatike, kifafa, betondro, matsitay, boy, fatikakoho, remoty, totonga, lengo, komokomoke, hazombavy, sono",Y,kely (small shallow patch),1,NA,N,N,NA,0,N,N,N,N,N,Y,N,next to ANK43
17/07/23,1:08 PM,KVP,MP1,-22.24849,43.37016,Ankindranoke / Mikea Park,grandidieri,19,3.65,8,Y,"sandy soil (orange brown, M to C grains)","kapaipoty, lengo, vaha, maintiampototse, sekatse, sono, laro, boy, antso, remoty, katsafa, fatipatike",Y?,possible small shallow patch,1,NA,Y,N,NA,0,N,"Y, buds on tree",N,N,N,N,N,"dual stem, malama, more flowers on ground, height estimated using app on Andrew's phone"
17/07/23,1:25 PM,KVP,MP2,-22.2502,43.37172,Ankindranoke / Mikea Park,grandidieri,22,5.7,6,N,"sandy soil (orange brown, M to C grains)","bolobolo, maintimpototse, vaha, remoty, somotsoy, laro, fandrihosy, lengo, kifafa, andravilo, komokomoke, hazombavy, fatipatike, latabarake",N,NA,0,NA,Y,N,NA,0,N,Y,N,N,N,Y,N,"2 trunks together (MP2 and MP4), near MP3 and MP5"
17/07/23,1:25 PM,KVP,MP3,-22.2502,43.37172,Ankindranoke / Mikea Park,grandidieri,22,0.65,3,Y,"sandy soil (orange brown, M to C grains)","bolobolo, maintimpototse, vaha, remoty, somotsoy, laro, fandrihosy, lengo, kifafa, andravilo, komokomoke, hazombavy, fatipatike, latabarake",N,NA,0,NA,N,N,NA,0,N,N,N,N,N,Y,N,"near MP2, MP4, and MP5"
17/07/23,1:25 PM,KVP,MP4,-22.2502,43.37172,Ankindranoke / Mikea Park,grandidieri,22,7.5,5.71,N,"sandy soil (orange brown, M to C grains)","bolobolo, maintimpototse, vaha, remoty, somotsoy, laro, fandrihosy, lengo, kifafa, andravilo, komokomoke, hazombavy, fatipatike, latabarake",N,NA,0,NA,Y,N,NA,0,N,"Y, buds on tree",N,N,N,Y,N,"2 trunks together (MP2 and MP4), near MP3 and MP5"
17/07/23,1:25 PM,KVP,MP5,-22.2502,43.37172,Ankindranoke / Mikea Park,grandidieri,22,1.8,5,Y,"sandy soil (orange brown, M to C grains)","bolobolo, maintimpototse, vaha, remoty, somotsoy, laro, fandrihosy, lengo, kifafa, andravilo, komokomoke, hazombavy, fatipatike, latabarake",N,NA,0,NA,N,N,NA,0,N,N,N,N,N,Y,N,"near MP2, MP3, and MP4"
17/07/23,2:15 PM,KVP,MP6,-22.25111,43.37845,Ankindranoke / Mikea Park,grandidieri,24,17,12,Y,"sandy soil (orange brown, M to C grains)","raiketa, sanira, remoty, tsingilo, katsafa, totonga, hazomby, bolobolo, makonazy, hazombavy",Y,kely,1,NA,Y,N,NA,0,N,Y,N,N,N,Y,N,"circumference is sort of approximated (too much raiketa to measure accurately), 2 joined stems, malama, first tree measured after walking away from the group of people around the lake"
17/07/23,2:21 PM,KVP,MP7,-22.25215,43.37838,Ankindranoke / Mikea Park,grandidieri,24,1.92,6,Y,"sandy soil (orange brown, M to C grains)","lengo, tsingilo, laro, zaha, maintimpototse",N,NA,0,NA,N,N,NA,0,N,N,N,N,N,Y,N,"malama, 2 trunks joined (circumference measurement does not include the large branch), MP7 - MP10 (inclusive) all in a cluster"
17/07/23,2:21 PM,KVP,MP8,-22.25215,43.37838,Ankindranoke / Mikea Park,grandidieri,24,2.72,7,Y,"sandy soil (orange brown, M to C grains)","lengo, tsingilo, laro, zaha, maintimpototse",N,NA,0,NA,N,N,NA,0,N,N,N,N,N,Y,N,"malama, 2 trunks joined (circumference measurement does not include the large branch), MP7 - MP10 (inclusive) all in a cluster"
17/07/23,2:21 PM,KVP,MP9,-22.25215,43.37838,Ankindranoke / Mikea Park,grandidieri,24,2.22,7,Y,"sandy soil (orange brown, M to C grains)","lengo, tsingilo, laro, zaha, maintimpototse",N,NA,0,NA,N,N,NA,0,N,N,N,N,N,Y,N,"malama, MP7 - MP10 (inclusive) all in a cluster"
17/07/23,2:21 PM,KVP,MP10,-22.25215,43.37838,Ankindranoke / Mikea Park,grandidieri,24,2.89,6,Y,"sandy soil (orange brown, M to C grains)","lengo, tsingilo, laro, zaha, maintimpototse",N,NA,0,NA,N,N,NA,0,N,N,N,N,N,Y,N,"malama, MP7 - MP10 (inclusive) all in a cluster"
17/07/23,2:29 PM,KVP,MP11,-22.25214,43.37833,Ankindranoke / Mikea Park,grandidieri?,27,4,7,Y,"sandy soil (orange brown, M to C grains)","lengo, tsingilo, laro, zaha, maintimpototse",N,NA,0,NA,N,N,NA,0,N,N,N,N,N,Y,N,4 trunks together
17/07/23,2:40 PM,KVP,MP12,-22.25289,43.37707,Ankindranoke / Mikea Park,grandidieri,27,12.13,10,Y,"sandy soil (orange brown, M to C grains)","lengo, katsafay, komokomoke, sono",Y,"2 patches, large-ish",2,NA,Y,NA,NA,NA,N,"Y, many flowers and buds",N,N,N,N,N,
17/07/23,2:58 PM,KVP,MP13,-22.25039,43.37357,Ankindranoke / Mikea Park,grandidieri,18,8.98,7.4,N,"sandy soil (orange brown, M to C grains)","halomboro, komokomoke, lengo, fany, sono, boy, katsafay, remoty, vaha, laro, somotsoy, tsipotsipoke, maintiampototse",Y,kely,1,NA,Y,N,NA,0,N,"Y, many flowers and buds",N,N,N,N,N,
17/07/23,3:07 PM,KVP,MP14,-22.24994,43.37313,Ankindranoke / Mikea Park,grandidieri,22,1.84,4.5,Y,"sandy soil (orange brown, M to C grains)","bolobolo, kidresy, kotika, hazy, bea, taly",N,NA,0,NA,N,N,NA,0,Y,N,N,N,N,N,N,fire marks / bark peeling
20/07/23,10:16 AM,KVP,ANK45,-22.23595,43.31977,Ankindranoke,grandidieri,1,9.36,7.26,N,"sandy soil (orange brown, M to C grains)","sekatse, sambaratoake, hazombalala, sono, komokomoke, fatipatike, katsafay, fandrihosy, remoty, maintimpototse, katsamantse, kifafa, tsongofo",Y,kely,1,Y,Y,Y,"along trunk, tight swirls",3,N,Y,N,N,Y,Y,N,"near Andranamba Cave (cave with bats that we have lots of photos of), etching is of omby, flowers also on ground"
20/07/23,10:23 AM,KVP,ANK46,-22.23596,43.32007,Ankindranoke,grandidieri,-1,2.8,7.66,N,"sandy soil (orange brown, M to C grains)","dingadinga, somangy, komokomoke, hazombalala, lengo, kopoke, vilangoake, remoty, kifafa, sono, monongo, vaha, hazomby, katsafa",Y,kely,1,NA,N,N,NA,0,N,N,N,N,N,Y,N,"malama, lichen"
20/07/23,10:27 AM,KVP,ANK47,-22.23609,43.32006,Ankindranoke,grandidieri,5,5.88,7,Y,"sandy soil (orange brown, M to C grains)","handy, sarondra, banake, sono, fandrihosy, hazondambo, hazomby",N,NA,0,Y,Y,N,NA,0,N,N,N,N,N,Y,N,flowers on ground (but not in tree)
20/07/23,10:37 AM,KVP,ANK48,-22.23609,43.32015,Ankindranoke,grandidieri,8,4.35,8,Y,"sandy soil (orange brown, M to C grains)","hazondambo, sekatse, fandrihosy, tsongofo, laro, sono, katsafay, komokomoke, banake, nato, fengoke, vaha, kopoke, vilangoake, farehitsy",N,NA,0,NA,N,N,NA,0,N,Y,N,N,N,Y,N,"malama, near ANK49"
20/07/23,10:37 AM,KVP,ANK49,-22.23609,43.32015,Ankindranoke,grandidieri,8,5,7,Y,"sandy soil (orange brown, M to C grains)","hazondambo, sekatse, fandrihosy, tsongofo, laro, sono, katsafay, komokomoke, banake, nato, fengoke, vaha, kopoke, vilangoake, farehitsy",Y,large patch,2,NA,Y,N,NA,0,N,Y,N,N,N,Y,N,near ANK48
20/07/23,10:44 AM,KVP,ANK50,-22.23632,43.32008,Ankindranoke,grandidieri,7,3.78,7.53,N,"sandy soil (orange brown, M to C grains)","laro, fandrihosy, hazomby, hazombalala, handy, sono, banake, kopoke, komokomoke, katsafay, sambaratoake, vaha, rantsa, sekatse, boy",N,NA,0,NA,Y,N,NA,0,N,N,N,N,N,Y,N,"near handy (maty), branches look trimmed"
20/07/23,10:49 AM,KVP,ANK51,-22.23632,43.31992,Ankindranoke,grandidieri,8,6.94,7.42,N,"sandy soil (orange brown, M to C grains)","lingalinga, horobontsy (fatipatike), nato, tsongofo, komokomoke, sono, katsafay, hazondambo, remoty, ambirotse, somangy, vahainpinde",Y,shallow,NA,NA,Y,N,NA,0,N,"Y, flower buds",N,N,N,Y,N,fruit and flowers on ground
20/07/23,10:55 AM,KVP,ANK52,-22.23627,43.31988,Ankindranoke,rubrostipa,8,3,5.64,N,"sandy soil (orange brown, M to C grains)","komokomoke, hazombalala, fengoke, sono, hazomdambo, sarakao, kopoke, boy, satsasatsa",Y,kely,1,NA,NA,N,NA,0,N,N,N,N,N,Y,N,"malama, bark peeling"
20/07/23,11:04 AM,KVP,ANK53,-22.23649,43.32043,Ankindranoke,grandidieri,8,6.48,7.53,N,"sandy soil (orange brown, M to C grains)","totonga, laro, sono, kifafa, tsongofoko, katsafay, banake, lengo, kopoke, tsongofo, ranga, remoty, satsasatsa",N,NA,0,NA,Y,N,NA,0,N,N,N,N,N,Y,N,"bumpy bark, near ANK54, ANK55, and ANK56"
20/07/23,11:04 AM,KVP,ANK54,-22.23649,43.32043,Ankindranoke,grandidieri,8,2.9,6.4,N,"sandy soil (orange brown, M to C grains)","totonga, laro, sono, kifafa, tsongofoko, katsafay, banake, lengo, kopoke, tsongofo, ranga, remoty, satsasatsa",N,NA,0,NA,N,N,NA,0,N,N,N,N,N,Y,N,"bumpy bark, near ANK53, ANK55, and ANK56"
20/07/23,11:04 AM,KVP,ANK55,-22.23649,43.32043,Ankindranoke,grandidieri,8,1.39,4.86,N,"sandy soil (orange brown, M to C grains)","totonga, laro, sono, kifafa, tsongofoko, katsafay, banake, lengo, kopoke, tsongofo, ranga, remoty, satsasatsa",N,NA,0,NA,N,N,NA,0,N,N,N,N,N,Y,N,"bumpy bark, near ANK53, ANK54, and ANK56"
20/07/23,11:04 AM,KVP,ANK56,-22.23649,43.32043,Ankindranoke,grandidieri,8,5.65,7.5,N,"sandy soil (orange brown, M to C grains)","totonga, laro, sono, kifafa, tsongofoko, katsafay, banake, lengo, kopoke, tsongofo, ranga, remoty, satsasatsa, hazamafinto",N,NA,0,NA,NA,NA,NA,NA,N,N,N,N,N,Y,N,"bumpy bark, near ANK53, ANK54, and ANK55"
20/07/23,11:21 AM,KVP,ANK57,-22.23655,43.32052,Ankindranoke,grandidieri,13,7.65,8.55,N,"sandy soil (orange brown, M to C grains)","hazomanitse, hazomby, handy, hazondambo, komokomoke, vaha, nato",N,NA,0,NA,Y,N,NA,0,N,N,N,N,N,Y,N,"many branches on ground, bumpy bark"
20/07/23,11:26 AM,KVP,ANK58,-22.23666,43.32035,Ankindranoke,rubrostipa,9,3.02,5.3,N,"sandy soil (orange brown, M to C grains)","satsasatsa, karibo, sono, fandrihosy, fengoke, banake, hazofoty, kopoke",N,NA,0,NA,N,N,NA,0,N,N,N,N,N,Y,N,"2 trunks attached, malama"
20/07/23,11:33 AM,KVP,ANK59,-22.23669,43.32054,Ankindranoke,grandidieri,10,7.8,9.3,N,"sandy soil (orange brown, M to C grains)","remoty, hazofoty, talafoty, fatikakoho, hazomby, bangake, fandrihosy, sekatse, lisirere, katsafay, somotsoy, hazombalala",Y,"kely (shallow, small)",1,NA,Y,N,NA,0,N,"Y, lots","Y, lots",N,N,Y,N,"lots of flowers and fruits also on ground, bumpy bark, near ANK60"
20/07/23,11:33 AM,KVP,ANK60,-22.23669,43.32054,Ankindranoke,grandidieri,10,12.9,9.06,N,"sandy soil (orange brown, M to C grains)","karombola, malimatse, remoty, fatipatike, fatikakoho, lengo, vilangoake, katsafay, talafoty, banake, lisirere, somotsoy, laro, sono, nonoke",Y?,possible vertical bark stripping,NA,Y,Y,NA,NA,NA,N,N,N,N,N,Y,N,"2 trunks together, has ""lips"" pattern on bark, nonoke is growing out of tree between the two trunks, near ANK59"
20/07/23,11:51 AM,KVP,ANK61,-22.23683,43.32066,Ankindranoke,grandidieri,15,3.03,7.45,N,"sandy soil (orange brown, M to C grains)","tanzake, komokomoke, maintiampototse, sekatse, remoty, kopoke, zaha, boy, vaha, lengo, halomboro, katsafay, hazombavy, vilangoake",N,NA,0,NA,Y,N,NA,0,N,Y?,N,N,N,Y,N,"flowers may actually be lichen on branch, flowers on ground, malama, near ANK62, ANK63, and ANK64"
20/07/23,11:51 AM,KVP,ANK62,-22.23683,43.32066,Ankindranoke,grandidieri,15,4.8,8.6,N,"sandy soil (orange brown, M to C grains)","tanzake, komokomoke, maintiampototse, sekatse, remoty, kopoke, zaha, boy, vaha, lengo, halomboro, katsafay, hazombavy, vilangoake",N,NA,0,NA,N,N,NA,0,N,"Y, buds on tree",N,N,N,Y,N,"flowers on ground, near ANK61, ANK63, and ANK64"
20/07/23,11:51 AM,KVP,ANK63,-22.23683,43.32066,Ankindranoke,rubrostipa,15,1.26,7.04,N,"sandy soil (orange brown, M to C grains)","tanzake, komokomoke, maintiampototse, sekatse, remoty, kopoke, zaha, boy, vaha, lengo, halomboro, katsafay, hazombavy, vilangoake",N,NA,0,NA,N,N,NA,0,N,N,Y,N,N,Y,N,"near ANK61, ANK62, and ANK64"
20/07/23,1:16 PM,KVP,ANK64,-22.23683,43.32066,Ankindranoke,grandidieri,15,6.72,7.56,N,"sandy soil (orange brown, M to C grains)","fandrihosy, hazamanitse, boy, sekatse, kopoke, komokomoke, sono, lengo, maintiampototse, vilangoake, ampeny",N,NA,0,NA,Y,N,NA,0,N,"Y, one bud",N,N,N,Y,N,"branches hacked off, near ANK61, ANK62, and ANK63"
20/07/23,1:22 PM,KVP,ANK65,-22.23691,43.32076,Ankindranoke,grandidieri,8,7.97,7.19,N,"sandy soil (orange brown, M to C grains)","fandrihosy, hazamanitse, boy, sekatse, kopoke, komokomoke, sono, lengo, maintiampototse, vilangoake, andravala",N,NA,0,NA,Y,N,NA,0,N,N,N,N,N,Y,N,"malama, branches cut off, 2 trunks (mananzanaka), near ANK66"
20/07/23,1:22 PM,KVP,ANK66,-22.23691,43.32076,Ankindranoke,grandidieri,8,6.65,7,N,"sandy soil (orange brown, M to C grains)","hazamafinto, fatipatike, hazofoty, ampeny, maintiampototse, vilangoake, komokomoke, laro, handy, sekatse, banake, remoty, vaha",Y,"deep, 2 places, about 3/4 of my body size",3,Y,Y,N,NA,0,N,N,N,N,N,Y,N,"etching is of zebu, near ANK65"
20/07/23,1:30 PM,KVP,ANK67,-22.23708,43.32071,Ankindranoke,grandidieri,10,6.22,8.4,N,"sandy soil (orange brown, M to C grains)","tifotifo, hazamafinto, katsafay, laro, sono, fatipaty, komokomoke, sekatse, remoty",NA,NA,NA,NA,Y,N,NA,0,N,N,N,N,N,Y,N,"malama, near ANK68"
20/07/23,1:30 PM,KVP,ANK68,-22.23708,43.32071,Ankindranoke,grandidieri,10,4.44,6.91,N,"sandy soil (orange brown, M to C grains)","tifotifo, hazamafinto, katsafay, laro, sono, fatipaty, komokomoke, sekatse, remoty, nato, kifafa, ampeny, famaky, hazofoty, boy",Y,"be (shallow, large area)",2,NA,Y,N,NA,0,N,N,N,N,N,Y,N,"near ANK67, malama"
20/07/23,1:39 PM,KVP,ANK69,-22.23692,43.32067,Ankindranoke,grandidieri,18,6.86,6.95,N,"sandy soil (orange brown, M to C grains)","kopoke, hazombavy, sekatse, boy, hazomafinto, laro, nato, lengo, maintiampototse, katsafa, remoty",N,NA,0,NA,Y,N,NA,0,N,N,N,N,N,Y,N,"fruit on ground, bumpy bark"
20/07/23,NA,KVP,NA - ANK MATY2,NA,NA,Ankindranoke,grandidieri?,NA,NA,NA,NA,"sandy soil (orange brown, M to C grains)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,Y,NA,"maty, right next to ANK69, might be younger because it is rather slim?"
20/07/23,1:45 PM,KVP,ANK70,-22.23687,43.32059,Ankindranoke,grandidieri,18,3.7,6.1,N,"sandy soil (orange brown, M to C grains)","handy, karombola, laro, sono, katsafay",Y,"shallow, my height, all around trunk",3,NA,N,N,NA,0,N,N,N,N,N,Y,Y,"2 trunks but one cut, hole carved to access rano inside, fruits on ground, only 3.08m away from nearby fony tree! (ANK71), also near ANK72"
20/07/23,1:45 PM,KVP,ANK71,-22.23687,43.32059,Ankindranoke,rubrostipa,18,4.38,7.07,N,"sandy soil (orange brown, M to C grains)","handy, karombola, laro, sono, katsafay",N,NA,0,NA,N,N,NA,0,N,N,N,N,N,Y,N,"fruits on ground, malama, only 3.08m away from nearby renala tree! (ANK70), also near ANK72"
20/07/23,2:06 PM,KVP,ANK72,-22.23687,43.32059,Ankindranoke,rubrostipa,18,0.97,5.64,N,"sandy soil (orange brown, M to C grains)","handy, karombola, laro, sono, katsafay, lengo, sono, hazafoty",Y,"be (for its size), all around trunk",3,NA,N,N,NA,0,N,N,N,N,N,Y,N,"fruit on floor nearby, malama, near ANK70 and ANK71"
20/07/23,2:09 PM,KVP,ANK73,-22.23694,43.32054,Ankindranoke,grandidieri,16,0.67,4,Y,"sandy soil (orange brown, M to C grains)","hazombengy, teloravy, remoty, sekatse, sono, lengo, somangy, tsongofo, hazomena",N,NA,0,NA,N,N,NA,0,N,N,N,N,N,Y,N,"malama, near ANK74"
20/07/23,2:09 PM,KVP,ANK74,-22.23694,43.32054,Ankindranoke,grandidieri,16,0.72,3.6,Y,"sandy soil (orange brown, M to C grains)","hazombengy, teloravy, remoty, sekatse, sono, lengo, somangy, tsongofo, hazomena",N,NA,0,NA,N,N,NA,0,N,N,N,N,N,Y,N,"malama, near ANK73"
20/07/23,2:16 PM,KVP,ANK75,-22.23694,43.32033,Ankindranoke,grandidieri,13,6.25,8.05,N,"sandy soil (orange brown, M to C grains)","tsongofo, hazomena, katsafay, laro, sono, antso, vantango, maintiampototse, boy",Y,"be (all around trunk, deep, around Elodie's height)",3,NA,Y,N,NA,0,N,"Y, buds on tree",N,N,N,Y,N,
20/07/23,2:26 PM,KVP,ANK76,-22.23699,43.32027,Ankindranoke,grandidieri,13,4.67,8.25,N,"sandy soil (orange brown, M to C grains)","maintiampototse, remoty, nato, katsafay, laro, somangy, komokomoke",N,NA,0,NA,Y,N,NA,0,N,N,N,N,N,Y,N,malama
20/07/23,2:36 PM,KVP,ANK77,-22.23701,43.32023,Ankindranoke,grandidieri,12,5.68,7.84,N,"sandy soil (orange brown, M to C grains)","maintiampototse, katsafay, lisinjere, velomianto, sono, vilangoake, fandrihosy, komokomoke, boy, sekatse, remoty, laro, hazomena, handy, lingalinga, somotsoy, nato",N,NA,0,NA,N,N,NA,0,N,N,N,N,N,Y,N,"small bumps, leaning"